ExperimentName,Site,NDARGUID,Version,Overall_RT,Overall_ACC,HappyBlocks_RT,HappyBlocks_ACC,FearBlocks_RT,FearBlocks_ACC,NeutBlocks_RT,NeutBlocks_ACC,PlaceBlocks_RT,PlaceBlocks_ACC,Overall0back_RT,Overall0back_ACC,Happy0back_RT,Happy0back_ACC,Fear0back_RT,Fear0back_ACC,Neut0back_RT,Neut0back_ACC,Place0back_RT,Place0back_ACC,Overall2back_RT,Overall2back_ACC,Happy2back_RT,Happy2back_ACC,Fear2back_RT,Fear2back_ACC,Neut2back_RT,Neut2back_ACC,Place2back_RT,Place2back_ACC,run1Overall_RT,run1Overall_ACC,run1HappyBlocks_RT,run1HappyBlocks_ACC,run1FearBlocks_RT,run1FearBlocks_ACC,run1NeutBlocks_RT,run1NeutBlocks_ACC,run1PlaceBlocks_RT,run1PlaceBlocks_ACC,run1Happy0back_RT,run1Happy0back_ACC,run1Fear0back_RT,run1Fear0back_ACC,run1Neut0back_RT,run1Neut0back_ACC,run1Place0back_RT,run1Place0back_ACC,run1Happy2back_RT,run1Happy2back_ACC,run1Fear2back_RT,run1Fear2back_ACC,run1Neut2back_RT,run1Neut2back_ACC,run1Place2back_RT,run1Place2back_ACC,run2Overall_RT,run2Overall_ACC,run2HappyBlocks_RT,run2HappyBlocks_ACC,run2FearBlocks_RT,run2FearBlocks_ACC,run2NeutBlocks_RT,run2NeutBlocks_ACC,run2PlaceBlocks_RT,run2PlaceBlocks_ACC,run2Happy0back_RT,run2Happy0back_ACC,run2Fear0back_RT,run2Fear0back_ACC,run2Neut0back_RT,run2Neut0back_ACC,run2Place0back_RT,run2Place0back_ACC,run2Happy2back_RT,run2Happy2back_ACC,run2Fear2back_RT,run2Fear2back_ACC,run2Neut2back_RT,run2Neut2back_ACC,run2Place2back_RT,run2Place2back_ACC,Nonlure_ACC,Lure_ACC,Target_ACC,HappyTargetHR,HappyLureFA,HappyNonlureFA,FearTargetHR,FearLureFA,FearNonlureFA,NeutTargetHR,NeutLureFA,NeutNonlureFA,PlaceTargetHR,PlaceLureFA,PlaceNonlureFA,
Emo_Nback_Goggles_20160913,CHLA,HRZ2FCEJ,4.000,1059.376,0.831,1030.719,0.800,1011.528,0.900,1109.417,0.900,1088.276,0.725,962.722,0.900,882.562,0.800,966.579,0.950,978.444,0.900,1011.474,0.950,1173.459,0.762,1178.875,0.800,1061.765,0.850,1240.389,0.900,1234.200,0.500,1058.061,0.825,1194.750,0.600,865.684,0.950,1083.900,1.000,1157.933,0.750,1194.500,0.600,825.556,0.900,947.800,1.000,1029.000,1.000,1195.000,0.600,901.800,1.000,1220.000,1.000,1415.800,0.500,1060.672,0.838,932.300,1.000,1174.529,0.850,1141.312,0.800,1013.643,0.700,695.400,1.000,1093.500,1.000,1016.750,0.800,992.000,0.900,1169.200,1.000,1290.286,0.700,1265.875,0.800,1052.600,0.500,0.913,0.812,0.750,0.750,0.600,0.909,0.875,0.800,0.955,0.750,0.800,1.000,0.625,0.900,0.682,
Emo_Nback_20160913,CHLA,KGX16MTR,1.000,975.000,0.856,922.355,0.775,938.111,0.900,924.086,0.875,1110.486,0.875,886.149,0.925,871.750,1.000,830.737,0.950,826.111,0.900,1028.588,0.850,1079.365,0.787,1014.364,0.550,1058.118,0.850,1027.824,0.850,1187.833,0.900,993.000,0.762,892.167,0.600,947.222,0.900,931.000,0.750,1178.250,0.800,869.000,1.000,841.700,1.000,856.750,0.800,1209.286,0.700,1008.000,0.200,1079.125,0.800,1015.857,0.700,1154.111,0.900,960.553,0.950,941.421,0.950,929.000,0.900,918.900,1.000,1053.421,0.950,874.500,1.000,818.556,0.900,801.600,1.000,902.100,1.000,1015.778,0.900,1039.444,0.900,1036.200,1.000,1221.556,0.900,0.891,0.875,0.781,0.625,0.800,0.818,0.875,0.700,1.000,1.000,0.800,0.864,0.625,0.900,0.955,
Emo_Nback_Goggles_20160913,CHLA,KKTCT4B0,4.000,1004.730,0.787,1028.829,0.875,927.457,0.875,1081.242,0.825,975.870,0.575,967.730,0.787,973.647,0.850,824.389,0.900,1059.235,0.850,1051.727,0.550,1041.730,0.787,1080.944,0.900,1036.588,0.850,1104.625,0.800,906.333,0.600,955.034,0.725,1061.800,0.750,781.222,0.900,1018.500,0.900,1010.000,0.350,965.429,0.700,679.333,0.900,1015.000,0.900,1068.000,0.200,1146.125,0.800,883.111,0.900,1022.000,0.900,986.800,0.500,1047.118,0.850,1004.100,1.000,1082.294,0.850,1156.533,0.750,960.938,0.800,979.400,1.000,969.444,0.900,1109.000,0.800,1048.111,0.900,1028.800,1.000,1209.250,0.800,1210.857,0.700,848.857,0.700,0.739,0.812,0.812,0.750,0.900,0.909,1.000,0.900,0.818,0.875,0.800,0.818,0.625,0.700,0.500,
Emo_Nback_Goggles_20160913,CHLA,LYKAB1UX,3.000,876.262,0.669,937.826,0.575,890.586,0.725,866.844,0.800,809.739,0.575,929.180,0.625,897.846,0.650,1067.571,0.700,903.133,0.750,786.750,0.400,829.842,0.713,989.800,0.500,725.400,0.750,834.824,0.850,822.000,0.750,903.833,0.675,982.143,0.700,849.267,0.750,906.000,0.750,872.800,0.500,944.400,1.000,932.833,0.600,868.143,0.700,755.000,0.300,1076.500,0.400,793.556,0.900,939.125,0.800,923.286,0.700,848.170,0.662,868.889,0.450,934.857,0.700,832.294,0.850,761.231,0.650,742.667,0.300,1168.625,0.800,933.750,0.800,805.800,0.500,932.000,0.600,623.167,0.600,742.111,0.900,733.375,0.800,0.826,0.656,0.500,0.250,0.800,0.591,0.500,0.800,0.773,0.500,0.700,0.955,0.750,0.300,0.636,
Emo_Nback_Goggles_20160913,CHLA,R2JZ1RD8,3.000,981.611,0.819,956.528,0.900,989.167,0.750,950.879,0.825,1034.438,0.800,890.615,0.812,896.053,0.950,830.643,0.700,794.933,0.750,1018.353,0.850,1071.227,0.825,1024.118,0.850,1127.875,0.800,1080.833,0.900,1052.667,0.750,953.159,0.787,864.056,0.900,898.667,0.750,1003.467,0.750,1064.267,0.750,834.667,0.900,719.429,0.700,789.333,0.600,1144.571,0.700,893.444,0.900,1055.500,0.800,1146.222,0.900,994.000,0.800,1007.971,0.850,1049.000,0.900,1079.667,0.750,907.056,0.900,1008.118,0.850,951.300,1.000,941.857,0.700,798.667,0.900,930.000,1.000,1171.125,0.800,1200.250,0.800,1015.444,0.900,1119.714,0.700,0.957,0.750,0.688,0.750,0.900,0.955,0.500,0.600,0.909,0.750,0.700,0.909,0.750,0.400,1.000,
Emo_Nback_Goggles_20160913,CHLA,T4TG0ET6,4.000,777.614,0.906,802.541,0.925,771.868,0.950,734.912,0.850,798.389,0.900,742.176,0.925,827.950,1.000,762.778,0.900,693.412,0.850,676.000,0.950,814.549,0.887,772.647,0.850,780.050,1.000,776.412,0.850,935.176,0.850,764.027,0.938,899.300,1.000,693.800,1.000,683.111,0.900,773.176,0.850,986.900,1.000,687.300,1.000,681.889,0.900,606.000,0.900,811.700,1.000,700.300,1.000,684.333,0.900,961.250,0.800,792.171,0.875,688.706,0.850,858.611,0.900,793.188,0.800,820.947,0.950,669.000,1.000,857.125,0.800,706.375,0.800,739.000,1.000,716.857,0.700,859.800,1.000,880.000,0.800,912.000,0.900,0.957,0.812,0.812,0.750,1.000,0.955,0.875,0.900,1.000,0.750,0.800,0.909,0.875,0.700,1.000,
Emo_Nback_20160913,CHLA,THZ2FDT4,3.000,763.503,0.969,686.641,0.975,690.974,0.950,731.375,1.000,948.737,0.950,748.731,0.975,613.350,1.000,734.833,0.900,682.600,1.000,962.750,1.000,778.468,0.963,763.789,0.950,651.500,1.000,780.150,1.000,933.167,0.900,811.039,0.950,724.700,1.000,775.389,0.900,737.800,1.000,1024.000,0.900,565.600,1.000,834.375,0.800,640.500,1.000,1080.400,1.000,883.800,1.000,728.200,1.000,835.100,1.000,953.500,0.800,717.772,0.988,646.579,0.950,615.000,1.000,724.950,1.000,881.000,1.000,661.100,1.000,655.200,1.000,724.700,1.000,845.100,1.000,630.444,0.900,574.800,1.000,725.200,1.000,916.900,1.000,1.000,0.844,0.938,0.875,1.000,1.000,1.000,0.800,1.000,1.000,1.000,1.000,0.875,0.900,1.000,
Emo_Nback_Goggles_20160913,CHLA,UCF0VBM1,3.000,952.048,0.775,875.576,0.825,846.879,0.825,1020.967,0.750,1092.286,0.700,888.000,0.825,770.250,1.000,777.211,0.950,1227.917,0.600,913.400,0.750,1024.931,0.725,1037.615,0.650,941.429,0.700,883.000,0.900,1298.692,0.650,1071.102,0.738,996.000,0.850,942.294,0.850,1044.071,0.700,1420.636,0.550,852.800,1.000,846.667,0.900,1486.800,0.500,1113.400,0.500,1200.571,0.700,1049.875,0.800,798.111,0.900,1676.667,0.600,843.985,0.812,747.625,0.800,745.500,0.800,1000.750,0.800,879.824,0.850,687.700,1.000,714.700,1.000,1043.000,0.700,813.400,1.000,847.500,0.600,796.833,0.600,967.889,0.900,974.714,0.700,0.870,0.688,0.594,0.625,0.800,0.909,0.875,0.500,0.955,0.375,0.600,0.955,0.500,0.600,0.818,
Emo_Nback_Goggles_20160913,CHLA,UGKWA479,4.000,824.914,0.800,896.125,0.800,776.567,0.750,861.343,0.875,757.065,0.775,758.104,0.838,965.125,0.800,693.400,0.750,677.526,0.950,710.412,0.850,898.295,0.762,827.125,0.800,859.733,0.750,1079.625,0.800,813.714,0.700,866.288,0.825,932.133,0.750,813.647,0.850,862.368,0.950,865.067,0.750,1072.000,0.700,671.000,0.900,541.400,1.000,835.625,0.800,809.750,0.800,974.125,0.800,1219.000,0.900,898.714,0.700,780.871,0.775,864.353,0.850,728.077,0.650,860.125,0.800,655.812,0.800,882.000,0.900,727.000,0.600,828.778,0.900,599.111,0.900,844.500,0.800,729.000,0.700,900.429,0.700,728.714,0.700,0.978,0.781,0.625,0.625,0.600,0.955,0.750,0.500,0.864,0.750,0.700,1.000,0.375,0.700,0.955,
Emo_Nback_Behavioral_20161208,CHLA,X5TYFUMN,3.000,857.746,0.590,646.923,0.650,903.417,0.600,920.125,0.533,924.111,0.600,899.367,0.600,507.800,0.500,1080.143,0.700,965.375,0.800,915.800,0.500,814.690,0.580,733.875,0.800,656.000,0.500,874.875,0.400,934.500,0.800,843.731,0.650,646.923,0.650,903.417,0.600,917.000,0.600,907.933,0.750,507.800,0.500,1080.143,0.700,965.375,0.800,877.571,0.700,733.875,0.800,656.000,0.500,820.250,0.400,934.500,0.800,961.857,0.350, NaN, NaN, NaN, NaN,929.500,0.400,1005.000,0.300, NaN, NaN, NaN, NaN, NaN, NaN,1005.000,0.300, NaN, NaN, NaN, NaN,929.500,0.400, NaN, NaN,0.645,0.400,0.550,0.750,0.400,0.727,0.500,0.200,0.818,0.667,0.429,0.529,0.333,0.625,0.688,
Emo_Nback_Goggles_20160913,CHLA,ZVD13ZMG,3.000,745.114,0.875,722.057,0.875,754.029,0.850,768.194,0.900,735.771,0.875,553.618,0.950,626.947,0.950,544.111,0.900,493.263,0.950,549.850,1.000,972.516,0.800,835.000,0.800,990.188,0.800,1075.471,0.850,983.667,0.750,712.789,0.887,560.778,0.900,739.059,0.850,820.444,0.900,732.333,0.900,512.400,1.000,573.900,1.000,475.700,1.000,568.500,1.000,621.250,0.800,975.000,0.700,1251.375,0.800,937.125,0.800,778.377,0.863,892.824,0.850,769.000,0.850,715.944,0.900,739.412,0.850,754.222,0.900,506.875,0.800,512.778,0.900,531.200,1.000,1048.750,0.800,1002.000,0.900,919.111,0.900,1036.857,0.700,0.978,0.938,0.688,0.750,0.700,1.000,0.625,0.800,0.955,0.625,1.000,0.955,0.750,0.800,0.955,
Emo_Nback_20160913,CUB,1H96TWEB,4.000,1178.970,0.619,1156.826,0.575,1124.167,0.600,1130.167,0.600,1285.964,0.700,1084.321,0.662,1043.538,0.650,1029.500,0.600,1033.417,0.600,1196.750,0.800,1288.022,0.575,1304.100,0.500,1218.833,0.600,1226.917,0.600,1404.917,0.600,1258.462,0.650,1151.786,0.700,1265.438,0.800,1313.455,0.550,1329.091,0.550,1087.222,0.900,1365.429,0.700,1327.000,0.400,1312.286,0.700,1268.000,0.500,1187.667,0.900,1305.714,0.700,1358.500,0.400,1091.021,0.588,1164.667,0.450,841.625,0.400,975.077,0.650,1258.059,0.850,945.250,0.400,559.200,0.500,886.625,0.800,1106.889,0.900,1340.200,0.500,1312.333,0.300,1116.600,0.500,1428.125,0.800,0.630,0.625,0.625,0.875,0.600,0.455,0.500,0.700,0.591,0.500,0.500,0.682,0.625,0.700,0.727,
Emo_Nback_20160913,CUB,1K3LDK3L,1.000,1191.202,0.744,1315.710,0.775,1114.607,0.700,996.312,0.800,1352.679,0.700,1209.317,0.750,1349.375,0.800,1134.000,0.650,967.412,0.850,1412.929,0.700,1172.780,0.738,1279.800,0.750,1097.800,0.750,1029.067,0.750,1292.429,0.700,1220.242,0.775,1306.688,0.800,1254.929,0.700,1018.250,0.800,1305.438,0.800,1161.111,0.900,1379.333,0.600,904.600,1.000,1321.125,0.800,1493.857,0.700,1161.625,0.800,1207.667,0.600,1289.750,0.800,1159.614,0.713,1325.333,0.750,974.286,0.700,974.375,0.800,1415.667,0.600,1591.429,0.700,923.714,0.700,1057.143,0.700,1535.333,0.600,1092.500,0.800,1024.857,0.700,910.000,0.900,1296.000,0.600,0.826,0.688,0.562,0.500,0.800,0.864,0.625,0.600,0.773,0.625,1.000,0.773,0.500,0.800,0.727,
Emo_Nback_20160913,CUB,3MTP07E9,1.000,954.065,0.963,979.000,0.950,900.462,0.975,961.921,0.950,975.718,0.975,851.175,1.000,858.100,1.000,742.900,1.000,903.350,1.000,900.350,1.000,1065.297,0.925,1113.333,0.900,1066.316,0.950,1027.000,0.900,1055.053,0.950,997.846,0.975,1023.500,1.000,873.895,0.950,1071.650,1.000,1017.105,0.950,823.500,1.000,724.500,1.000,1117.800,1.000,844.100,1.000,1223.500,1.000,1039.889,0.900,1025.500,1.000,1209.333,0.900,909.132,0.950,929.556,0.900,925.700,1.000,840.000,0.900,936.400,1.000,892.700,1.000,761.300,1.000,688.900,1.000,956.600,1.000,975.625,0.800,1090.100,1.000,1028.875,0.800,916.200,1.000,0.957,0.938,0.906,0.875,1.000,0.955,1.000,0.900,1.000,0.750,1.000,1.000,1.000,1.000,0.955,
Emo_Nback_20160913,CUB,3VNNK2J3,4.000,1132.374,0.719,1184.586,0.725,1004.969,0.800,1091.300,0.750,1290.500,0.600,1084.898,0.738,1164.000,0.750,866.529,0.850,1072.333,0.750,1311.083,0.600,1182.393,0.700,1206.643,0.700,1161.867,0.750,1110.267,0.750,1269.917,0.600,1170.542,0.738,1087.071,0.700,994.000,0.900,1235.714,0.700,1434.692,0.650,993.000,0.600,895.300,1.000,1276.333,0.600,1418.375,0.800,1157.625,0.800,1117.375,0.800,1205.250,0.800,1460.800,0.500,1092.161,0.700,1275.600,0.750,1019.071,0.700,964.938,0.800,1120.091,0.550,1278.000,0.900,825.429,0.700,936.333,0.900,1096.500,0.400,1272.000,0.600,1212.714,0.700,1001.714,0.700,1133.571,0.700,0.826,0.625,0.531,0.500,0.500,0.909,0.500,0.800,0.909,0.500,0.600,0.909,0.625,0.500,0.636,
Emo_Nback_20160913,CUB,5A4NMKKA,1.000,1257.447,0.475,1275.000,0.450,1206.200,0.500,1220.444,0.450,1326.200,0.500,1286.136,0.550,1359.000,0.550,1282.600,0.750,1135.500,0.400,1331.800,0.500,1218.000,0.400,1143.000,0.350,977.000,0.250,1288.400,0.500,1320.600,0.500,1429.500,0.375,1383.600,0.250,1397.250,0.400,1573.571,0.350,1377.400,0.500,1378.500,0.400,1366.857,0.700,1495.000,0.100,1502.200,0.500,1404.000,0.100,1610.000,0.100,1586.667,0.600,1252.600,0.500,1145.239,0.575,1233.231,0.650,1078.833,0.600,995.727,0.550,1275.000,0.500,1347.857,0.700,1208.875,0.800,1084.143,0.700,1161.400,0.500,1099.500,0.600,818.750,0.400,841.000,0.400,1388.600,0.500,0.543,0.250,0.500,0.500,0.300,0.500,0.625,0.100,0.636,0.625,0.100,0.545,0.250,0.200,0.727,
Emo_Nback_20160913,CUB,5XJMU584,1.000,1057.605,0.806,1057.147,0.850,993.926,0.675,1062.882,0.850,1103.353,0.850,1005.545,0.825,1011.765,0.850,895.462,0.650,1047.737,0.950,1036.353,0.850,1112.143,0.787,1102.529,0.850,1085.357,0.700,1082.067,0.750,1170.353,0.850,1133.677,0.812,1101.125,0.800,1135.846,0.650,1180.882,0.850,1117.368,0.950,1135.375,0.800,906.400,0.500,1217.000,1.000,1055.200,1.000,1066.875,0.800,1279.250,0.800,1129.286,0.700,1186.444,0.900,980.344,0.800,1018.056,0.900,862.143,0.700,944.882,0.850,1085.600,0.750,901.889,0.900,888.625,0.800,859.667,0.900,1009.429,0.700,1134.222,0.900,826.833,0.600,1040.750,0.800,1152.250,0.800,0.870,0.844,0.594,0.500,0.800,1.000,0.625,0.500,0.773,0.750,0.900,0.864,0.500,0.900,0.955,
