
Emo_Nback_20160913,YALE,D6X8GC05,1.000,1011.398,0.831,1008.686,0.875,951.030,0.825,990.182,0.825,1098.500,0.800,947.757,0.925,882.556,0.900,916.350,1.000,923.941,0.850,1063.895,0.950,1091.220,0.738,1142.235,0.850,1004.385,0.650,1060.562,0.800,1149.077,0.650,1051.530,0.825,1107.118,0.850,976.588,0.850,1045.438,0.800,1078.188,0.800,1058.333,0.900,975.200,1.000,1128.000,0.800,1059.222,0.900,1162.000,0.800,978.571,0.700,962.875,0.800,1102.571,0.700,971.866,0.838,915.722,0.900,923.875,0.800,938.176,0.850,1118.812,0.800,706.778,0.900,857.500,1.000,742.556,0.900,1068.100,1.000,1124.667,0.900,1034.500,0.600,1158.250,0.800,1203.333,0.600,0.957,0.625,0.844,1.000,0.500,1.000,0.875,0.600,0.909,0.875,0.400,1.000,0.625,0.700,0.909,
Emo_Nback_Behavioral_20161208,YALE,DRRTEW06,1.000,795.185,0.912,813.917,0.900,767.676,0.850,749.800,1.000,852.861,0.900,731.039,0.963,768.700,1.000,751.211,0.950,644.650,1.000,763.889,0.900,866.768,0.863,870.438,0.800,788.533,0.750,854.950,1.000,941.833,0.900,751.722,0.900,753.500,0.800,794.000,0.900,727.850,1.000,734.389,0.900,696.100,1.000,748.500,1.000,629.700,1.000,659.900,1.000,849.167,0.600,850.875,0.800,826.000,1.000,827.500,0.800,837.473,0.925,862.250,1.000,738.062,0.800,771.750,1.000,971.333,0.900,841.300,1.000,754.222,0.900,659.600,1.000,893.875,0.800,883.200,1.000,717.286,0.700,883.900,1.000,1033.300,1.000,1.000,0.781,0.781,0.875,0.800,0.955,0.750,0.600,1.000,1.000,1.000,1.000,0.500,1.000,1.000,
Emo_Nback_20160913,YALE,F72J4L68,3.000,863.333,0.656,835.633,0.750,926.000,0.625,851.040,0.625,846.200,0.625,941.070,0.713,995.500,0.800,1123.167,0.600,959.929,0.700,719.733,0.750,771.021,0.600,652.929,0.700,744.000,0.650,712.455,0.550,1035.900,0.500,902.491,0.688,788.615,0.650,1017.143,0.700,858.267,0.750,943.923,0.650,944.000,0.700,1089.625,0.800,926.111,0.900,785.500,0.600,607.333,0.600,920.500,0.600,756.500,0.600,1079.714,0.700,820.260,0.625,871.588,0.850,810.000,0.550,840.200,0.500,740.333,0.600,1035.556,0.900,1190.250,0.400,1020.800,0.500,675.889,0.900,687.125,0.800,592.714,0.700,659.600,0.500,933.667,0.300,0.674,0.844,0.281,0.625,0.800,0.773,0.125,0.600,0.818,0.125,0.900,0.682,0.250,0.900,0.636,
Emo_Nback_Behavioral_20161208,YALE,FCJYVJEY,1.000,1024.282,0.887,1016.000,0.825,1009.500,0.900,961.861,0.900,1106.784,0.925,895.800,1.000,890.350,1.000,967.950,1.000,819.300,1.000,905.600,1.000,1190.065,0.775,1209.308,0.650,1061.438,0.800,1140.062,0.800,1343.471,0.850,965.338,0.850,859.067,0.750,934.944,0.900,943.882,0.850,1104.556,0.900,721.500,1.000,891.600,1.000,805.200,1.000,949.500,1.000,1134.200,0.500,989.125,0.800,1142.000,0.700,1298.375,0.800,1078.446,0.925,1146.778,0.900,1084.056,0.900,977.947,0.950,1108.895,0.950,1059.200,1.000,1044.300,1.000,833.400,1.000,861.700,1.000,1256.250,0.800,1133.750,0.800,1138.556,0.900,1383.556,0.900,0.957,0.969,0.750,0.625,0.900,0.864,0.875,0.700,1.000,0.750,0.800,1.000,0.750,1.000,0.955,
Emo_Nback_20160913,YALE,FE5VTN03,4.000,861.994,0.963,842.150,1.000,856.053,0.950,923.650,1.000,821.806,0.900,786.641,0.975,814.350,1.000,828.200,1.000,767.500,1.000,730.944,0.900,939.329,0.950,869.950,1.000,887.000,0.900,1079.800,1.000,912.667,0.900,895.263,0.950,889.800,1.000,868.474,0.950,885.950,1.000,942.588,0.850,806.600,1.000,859.500,1.000,723.200,1.000,778.556,0.900,973.000,1.000,878.444,0.900,1048.700,1.000,1127.125,0.800,829.577,0.975,794.500,1.000,843.632,0.950,961.350,1.000,713.737,0.950,822.100,1.000,796.900,1.000,811.800,1.000,683.333,0.900,766.900,1.000,895.556,0.900,1110.900,1.000,741.100,1.000,1.000,1.000,0.906,1.000,1.000,1.000,0.875,0.900,1.000,1.000,1.000,1.000,0.750,1.000,0.909,
Emo_Nback_20160913,YALE,FVKBTZUT,2.000,916.532,0.775,892.567,0.750,787.676,0.850,997.033,0.750,1006.033,0.750,883.254,0.787,840.000,0.750,738.471,0.850,996.286,0.700,973.118,0.850,950.902,0.762,945.133,0.750,836.882,0.850,997.688,0.800,1049.077,0.650,1021.845,0.725,999.714,0.700,911.250,0.800,1097.500,0.800,1094.250,0.600,1039.571,0.700,949.125,0.800,1082.375,0.800,1184.000,0.700,959.857,0.700,873.375,0.800,1112.625,0.800,968.600,0.500,823.985,0.825,798.812,0.800,677.833,0.900,882.214,0.700,947.222,0.900,665.375,0.800,551.222,0.900,881.500,0.600,825.500,1.000,932.250,0.800,804.444,0.900,882.750,0.800,1099.375,0.800,0.870,0.562,0.656,0.375,0.500,1.000,0.750,0.600,1.000,0.625,0.600,0.864,0.875,0.400,0.864,
Emo_Nback_20160913,YALE,FXG8Z1V0,2.000,1127.905,0.656,1158.222,0.675,1260.682,0.550,1058.500,0.800,1064.625,0.600,1048.375,0.700,1024.438,0.800,1274.900,0.500,931.647,0.850,1056.231,0.650,1218.796,0.613,1352.818,0.550,1248.833,0.600,1202.267,0.750,1074.545,0.550,1125.431,0.637,1137.750,0.600,1190.154,0.650,1183.562,0.800,933.500,0.500,1050.625,0.800,1171.500,0.600,1107.571,0.700,950.500,0.600,1312.000,0.400,1206.143,0.700,1242.667,0.900,908.000,0.400,1130.241,0.675,1174.600,0.750,1362.556,0.450,933.438,0.800,1158.286,0.700,998.250,0.800,1430.000,0.400,808.500,1.000,1146.857,0.700,1376.143,0.700,1308.600,0.500,1141.667,0.600,1169.714,0.700,0.848,0.469,0.688,0.750,0.600,0.682,0.500,0.200,0.727,0.750,0.600,0.909,0.750,0.400,0.636,
Emo_Nback_20160913,YALE,GD1EZA7B,4.000,897.943,0.981,843.775,1.000,909.947,0.950,828.821,0.975,1008.100,1.000,781.076,0.988,773.650,1.000,765.737,0.950,808.600,1.000,775.550,1.000,1016.308,0.975,913.900,1.000,1054.158,0.950,850.105,0.950,1240.650,1.000,966.205,0.975,925.450,1.000,876.579,0.950,877.105,0.950,1176.750,1.000,853.100,1.000,719.600,1.000,879.100,1.000,805.300,1.000,997.800,1.000,1051.000,0.900,874.889,0.900,1548.200,1.000,830.544,0.988,762.100,1.000,943.316,0.950,782.950,1.000,839.450,1.000,694.200,1.000,817.000,0.900,738.100,1.000,745.800,1.000,830.000,1.000,1057.000,1.000,827.800,1.000,933.100,1.000,1.000,1.000,0.938,1.000,1.000,1.000,0.875,0.900,1.000,0.875,1.000,1.000,1.000,1.000,1.000,
Emo_Nback_20160913,YALE,GGDFBWCL,1.000,885.056,0.900,915.026,0.950,842.054,0.925,883.111,0.900,900.879,0.825,882.338,0.963,854.750,1.000,872.158,0.950,909.450,1.000,893.611,0.900,888.179,0.838,982.000,0.900,810.278,0.900,850.188,0.800,909.600,0.750,873.514,0.925,867.600,1.000,863.333,0.900,903.444,0.900,860.333,0.900,746.900,1.000,889.222,0.900,906.400,1.000,855.500,1.000,988.300,1.000,837.444,0.900,899.750,0.800,866.375,0.800,897.257,0.875,967.722,0.900,821.895,0.950,862.778,0.900,949.533,0.750,962.600,1.000,856.800,1.000,912.500,1.000,941.250,0.800,974.125,0.800,783.111,0.900,800.625,0.800,959.000,0.700,1.000,0.812,0.906,1.000,0.800,1.000,0.875,0.800,1.000,1.000,0.600,1.000,0.750,0.600,0.955,
Emo_Nback_20160913,YALE,GH562UEB,3.000,887.558,0.863,893.086,0.875,878.861,0.900,880.914,0.875,898.562,0.800,774.630,0.912,782.263,0.950,828.222,0.900,681.053,0.950,813.941,0.850,1014.385,0.812,1024.688,0.800,929.500,0.900,1118.250,0.800,994.467,0.750,869.452,0.775,899.000,0.850,861.688,0.800,761.933,0.750,957.643,0.700,743.444,0.900,839.000,0.800,653.556,0.900,846.714,0.700,1074.000,0.800,884.375,0.800,924.500,0.600,1068.571,0.700,902.329,0.950,887.500,0.900,892.600,1.000,970.150,1.000,852.611,0.900,817.200,1.000,819.600,1.000,705.800,1.000,791.000,1.000,975.375,0.800,965.600,1.000,1234.500,1.000,929.625,0.800,0.848,0.906,0.750,0.625,0.900,0.955,1.000,0.900,0.864,0.625,0.900,0.955,0.750,0.700,0.864,
Emo_Nback_20160913,YALE,GNHB07CM,3.000,963.720,0.894,957.500,0.900,1006.257,0.875,903.389,0.900,988.917,0.900,875.171,0.950,853.350,1.000,961.421,0.950,829.647,0.850,853.750,1.000,1064.164,0.838,1087.688,0.800,1059.500,0.800,969.368,0.950,1157.875,0.800,982.771,0.875,975.882,0.850,1044.471,0.850,862.278,0.900,1051.500,0.900,932.200,1.000,927.700,1.000,883.000,0.900,899.000,1.000,1038.286,0.700,1211.286,0.700,841.556,0.900,1242.125,0.800,945.452,0.912,941.053,0.950,970.167,0.900,944.500,0.900,926.333,0.900,774.500,1.000,998.889,0.900,769.625,0.800,808.500,1.000,1126.111,0.900,941.444,0.900,1084.400,1.000,1073.625,0.800,0.957,0.969,0.719,0.875,1.000,0.864,0.625,0.900,0.955,0.500,1.000,1.000,0.875,0.800,0.955,
Emo_Nback_20160913,YALE,GYEM7M97,2.000,1086.200,0.844,1088.419,0.775,1111.886,0.875,996.405,0.925,1159.781,0.800,1004.211,0.887,996.000,0.750,1055.105,0.950,953.211,0.950,1011.167,0.900,1177.156,0.800,1175.062,0.800,1179.312,0.800,1042.000,0.900,1350.857,0.700,1159.955,0.838,1124.692,0.650,1276.000,0.900,986.500,0.900,1242.833,0.900,955.429,0.700,1312.200,1.000,1019.556,0.900,1102.000,1.000,1322.167,0.600,1230.750,0.800,953.444,0.900,1418.875,0.800,1013.529,0.850,1062.222,0.900,938.118,0.850,1005.789,0.950,1053.000,0.700,1031.500,0.800,769.444,0.900,893.500,1.000,897.625,0.800,1086.800,1.000,1127.875,0.800,1130.556,0.900,1260.167,0.600,0.913,0.625,0.812,0.625,0.500,0.955,0.750,0.800,0.955,0.875,1.000,0.909,1.000,0.800,0.727,
Emo_Nback_20160913,YALE,H2N0P8GY,4.000,874.632,0.969,851.744,0.975,896.615,0.975,890.077,0.975,859.711,0.950,771.456,0.988,783.700,1.000,768.632,0.950,761.200,1.000,772.150,1.000,981.882,0.950,923.368,0.950,1018.200,1.000,1025.737,0.950,957.000,0.900,912.544,0.988,927.050,1.000,946.250,1.000,890.900,1.000,884.579,0.950,789.400,1.000,762.500,1.000,806.700,1.000,721.100,1.000,1064.700,1.000,1130.000,1.000,975.100,1.000,1066.222,0.900,835.224,0.950,772.474,0.950,844.368,0.950,889.211,0.950,834.842,0.950,778.000,1.000,775.444,0.900,715.700,1.000,823.200,1.000,766.333,0.900,906.400,1.000,1082.000,0.900,847.778,0.900,1.000,1.000,0.906,0.875,1.000,1.000,1.000,0.900,1.000,1.000,0.900,1.000,0.750,1.000,1.000,
Emo_Nback_20160913,YALE,HAHA8KEB,4.000,968.305,0.881,975.816,0.950,968.351,0.925,919.686,0.875,1013.935,0.775,926.222,0.900,971.100,1.000,899.350,1.000,975.895,0.950,825.923,0.650,1012.217,0.863,981.056,0.900,1049.529,0.850,852.938,0.800,1149.722,0.900,982.873,0.887,1059.400,1.000,951.556,0.900,837.056,0.900,1093.400,0.750,964.400,1.000,879.600,1.000,926.900,1.000,980.429,0.700,1154.400,1.000,1041.500,0.800,724.750,0.800,1192.250,0.800,953.529,0.875,882.944,0.900,984.263,0.950,1007.176,0.850,939.438,0.800,977.800,1.000,919.100,1.000,1030.333,0.900,645.667,0.600,764.375,0.800,1056.667,0.900,981.125,0.800,1115.700,1.000,1.000,0.938,0.688,0.750,1.000,1.000,0.750,1.000,0.955,0.625,0.800,1.000,0.625,0.700,0.864,
Emo_Nback_20160913,YALE,HBZ05H20,3.000,1229.690,0.906,1180.727,0.825,1215.944,0.900,1220.872,0.975,1296.027,0.925,1107.818,0.963,1010.316,0.950,1161.895,0.950,1135.105,0.950,1123.150,1.000,1367.691,0.850,1412.000,0.700,1276.353,0.850,1302.350,1.000,1499.412,0.850,1341.819,0.900,1254.875,0.800,1355.105,0.950,1341.579,0.950,1405.333,0.900,1120.667,0.900,1342.800,1.000,1366.333,0.900,1255.500,1.000,1427.429,0.700,1368.778,0.900,1319.300,1.000,1592.625,0.800,1119.096,0.912,1110.941,0.850,1060.412,0.850,1106.200,1.000,1192.474,0.950,911.000,1.000,960.889,0.900,927.000,1.000,990.800,1.000,1396.571,0.700,1172.375,0.800,1285.400,1.000,1416.556,0.900,0.935,0.844,0.844,0.750,0.900,0.818,0.750,0.800,1.000,0.875,1.000,1.000,1.000,0.900,0.909,
Emo_Nback_20160913,YALE,KY6C0Z8R,4.000,995.687,0.819,921.703,0.925,979.125,0.800,1047.147,0.850,1049.893,0.700,1013.706,0.850,917.111,0.900,939.647,0.850,1126.444,0.900,1078.267,0.750,976.238,0.787,926.053,0.950,1023.867,0.750,957.938,0.800,1017.154,0.650,887.391,0.800,816.684,0.950,834.438,0.800,935.611,0.900,1007.636,0.550,807.900,1.000,838.500,1.000,981.800,1.000,1204.000,0.500,826.444,0.900,827.667,0.600,877.875,0.800,844.000,0.600,1099.134,0.838,1032.556,0.900,1123.812,0.800,1172.625,0.800,1077.235,0.850,1053.625,0.800,1084.143,0.700,1307.250,0.800,1015.400,1.000,1015.700,1.000,1154.667,0.900,1038.000,0.800,1165.571,0.700,0.848,0.719,0.750,1.000,0.900,0.909,0.750,0.600,0.909,0.875,0.800,0.864,0.375,0.700,0.818,
Emo_Nback_Behavioral_20161208,YALE,L7G860LK,3.000,741.803,0.887,734.737,0.950,730.056,0.900,737.939,0.825,765.200,0.875,701.468,0.988,699.600,1.000,684.700,1.000,736.474,0.950,686.850,1.000,792.381,0.787,773.778,0.900,786.750,0.800,739.929,0.700,869.667,0.750,735.775,0.887,685.500,1.000,693.667,0.900,732.625,0.800,842.471,0.850,638.300,1.000,665.000,1.000,734.889,0.900,796.000,1.000,732.700,1.000,729.500,0.800,729.714,0.700,908.857,0.700,747.831,0.887,789.444,0.900,766.444,0.900,742.941,0.850,692.222,0.900,760.900,1.000,704.400,1.000,737.900,1.000,577.700,1.000,825.125,0.800,844.000,0.800,750.143,0.700,835.375,0.800,1.000,0.719,0.875,1.000,0.800,1.000,1.000,0.600,1.000,0.625,0.600,1.000,0.875,0.700,0.955,
Emo_Nback_20160913,YALE,LK2RXTA3,2.000,898.533,0.938,889.000,0.975,926.297,0.925,875.750,0.900,902.868,0.950,860.800,1.000,831.600,1.000,890.350,1.000,818.800,1.000,902.450,1.000,941.657,0.875,949.421,0.950,968.588,0.850,946.938,0.800,903.333,0.900,894.753,0.963,870.400,1.000,933.722,0.900,935.000,0.950,845.800,1.000,839.700,1.000,827.000,1.000,844.100,1.000,833.300,1.000,901.100,1.000,1067.125,0.800,1036.000,0.900,858.300,1.000,902.521,0.912,908.579,0.950,919.263,0.950,809.529,0.850,966.278,0.900,823.500,1.000,953.700,1.000,793.500,1.000,971.600,1.000,1003.111,0.900,881.000,0.900,832.429,0.700,959.625,0.800,1.000,0.938,0.844,1.000,0.900,1.000,0.750,0.900,1.000,0.875,0.700,1.000,0.750,1.000,1.000,
Emo_Nback_20160913,YALE,M6LR22KX,4.000,1002.161,0.738,981.759,0.725,893.690,0.725,982.516,0.775,1152.034,0.725,1011.333,0.787,1007.615,0.650,903.000,0.850,1032.389,0.900,1112.067,0.750,991.655,0.688,960.750,0.800,880.500,0.600,913.462,0.650,1194.857,0.700,1040.085,0.738,1051.769,0.650,866.889,0.900,1108.938,0.800,1195.417,0.600,1267.500,0.600,850.800,1.000,1183.500,0.800,1159.333,0.600,866.857,0.700,887.000,0.800,1034.375,0.800,1231.500,0.600,964.237,0.738,924.875,0.800,937.545,0.550,847.667,0.750,1121.412,0.850,784.857,0.700,977.571,0.700,911.500,1.000,1080.556,0.900,1033.778,0.900,867.500,0.400,720.000,0.500,1167.375,0.800,0.804,0.719,0.500,0.375,0.800,0.818,0.375,0.800,0.818,0.500,0.900,0.818,0.750,0.700,0.727,
Emo_Nback_20160913,YALE,N5HX249Z,1.000,1013.676,0.925,981.162,0.925,1037.686,0.875,994.000,0.950,1042.895,0.950,940.907,0.938,919.947,0.950,1038.333,0.900,935.722,0.900,877.800,1.000,1088.438,0.912,1045.778,0.900,1037.000,0.850,1046.450,1.000,1226.333,0.900,1061.099,0.887,1082.389,0.900,1019.375,0.800,1042.333,0.900,1093.842,0.950,980.600,1.000,910.875,0.800,968.750,0.800,866.800,1.000,1209.625,0.800,1127.875,0.800,1101.200,1.000,1346.111,0.900,969.948,0.963,885.263,0.950,1053.105,0.950,950.500,1.000,991.947,0.950,852.556,0.900,1140.300,1.000,909.300,1.000,888.800,1.000,914.700,1.000,956.222,0.900,991.700,1.000,1106.556,0.900,0.935,0.812,0.969,0.875,0.800,1.000,1.000,0.600,0.955,1.000,0.900,0.955,1.000,0.900,0.955,
Emo_Nback_20160913,YALE,RFJLGX8M,3.000,856.818,0.925,843.333,0.900,839.333,0.975,891.086,0.875,855.974,0.950,783.066,0.950,838.750,1.000,775.737,0.950,758.353,0.850,755.350,1.000,934.667,0.900,849.062,0.800,899.750,1.000,1016.444,0.900,967.778,0.900,858.733,0.938,838.176,0.850,867.550,1.000,876.944,0.900,851.000,1.000,828.800,1.000,862.100,1.000,810.100,1.000,782.500,1.000,851.571,0.700,873.000,1.000,960.500,0.800,919.500,1.000,854.849,0.912,847.947,0.950,809.632,0.950,906.059,0.850,861.500,0.900,848.700,1.000,679.778,0.900,684.429,0.700,728.200,1.000,847.111,0.900,926.500,1.000,1061.200,1.000,1028.125,0.800,0.957,0.969,0.781,0.875,0.900,0.909,0.875,1.000,1.000,0.500,1.000,0.955,0.875,1.000,0.955,
Emo_Nback_Behavioral_20161208,YALE,TF8HPRGG,3.000,1097.269,0.675,1016.036,0.700,1080.720,0.625,1154.406,0.800,1134.652,0.575,1063.769,0.650,1044.133,0.750,959.818,0.550,1108.071,0.700,1131.917,0.600,1128.375,0.700,983.615,0.650,1175.714,0.700,1190.444,0.900,1137.636,0.550,1198.311,0.562,1212.750,0.600,1199.250,0.600,1371.429,0.700,825.714,0.350,1368.143,0.700,1002.400,0.500,1273.667,0.600,441.333,0.300,995.200,0.500,1339.857,0.700,1444.750,0.800,1114.000,0.400,1025.095,0.787,868.500,0.800,971.308,0.650,985.611,0.900,1269.812,0.800,760.625,0.800,924.333,0.600,983.875,0.800,1362.111,0.900,976.375,0.800,1011.571,0.700,987.000,1.000,1151.143,0.700,0.935,0.812,0.344,0.500,0.700,0.773,0.125,0.600,0.818,0.375,0.700,1.000,0.375,0.700,0.591,
